name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,contentRatingLevel,year
Penelope ,"6.8 based on 50,437 user ratings",2008-02-29,Mark Palansky,"Christina Ricci,James McAvoy,Reese Witherspoon",48,NA,NA,3,"magical-realism,rich-parents,female-protagonist,scarf,mother-daughter-relationship","Comedy,Fantasy,Romance","Rated PG for thematic elements, some innuendo and language","UK,USA",English,15000000,£769840(UK),10011274,104,Color,2.35:1,6.8,PG,2008
Charlie Bartlett ,"7.0 based on 56,593 user ratings",2008-02-22,NA,NA,54,NA,NA,3,"student,drugs,private-school,prescription-drugs,high-school","Comedy,Drama,Romance","Rated R for language, drug content and brief nudity",USA,English,12000000,1836256(USA),3950294,97,Color,1.85:1,7.0,R,2008
Paranoid Park ,"6.7 based on 25,279 user ratings",2007-10-24,Gus Van Sant,"Gabe Nevins,Daniel Liu,Taylor Momsen",83,NA,NA,NA,"skateboarder,death,security-guard,detective,train","Crime,Drama,Mystery","Rated R for some disturbing images, language and sexual content","France,USA",English,NA,29828(USA),486021,85,Color,1.37:1,6.7,R,2007
Your Friend the Rat ,"7.2 based on 3,342 user ratings",2007-11-06,NA,NA,NA,NA,NA,NA,"rat,ship,flea,europe,china","Animation,Short,Family",NA,USA,English,NA,NA,NA,11,Color,NA,7.2,NA,2007
Shrek the Third ,"6.1 based on 211,530 user ratings",2007-05-18,"Chris Miller,Raman Hui","Mike Myers,Cameron Diaz,Eddie Murphy",58,NA,NA,1,"prince,fairy-tale,princess,disney-spoof,tough-guy","Animation,Adventure,Comedy,Family,Fantasy","Rated PG for some crude humor, suggestive content and swashbuckling action",USA,English,160000000,121629270(USA),320706665,93,Color,1.85:1,6.1,PG,2007
Broken English ,"6.4 based on 5,430 user ratings",2008-07-16,Zoe R. Cassavetes,"Parker Posey,Melvil Poupaud,Gena Rowlands",61,NA,NA,NA,"marriage,best-friend,love,friend,frenchman","Comedy,Drama,Romance","Rated PG-13 for some sexual content, brief drug use and language","USA,France,Japan","English,French",2000000,55198(USA),955625,97,Color,NA,6.4,PG-13,2008
Sydney White ,"6.3 based on 37,630 user ratings",2007-09-21,Joe Nussbaum,"Amanda Bynes,Sara Paxton,Matt Long",45,NA,NA,4,"college,sorority,college-girl,female-protagonist,sorority-house","Comedy,Romance","Rated PG-13 for some language, sexual humor and partying",USA,English,16500000,5196380(USA),11702090,108,Color,2.35:1,6.3,PG-13,2007
The Life Before Her Eyes ,"6.4 based on 12,117 user ratings",2008-09-05,Vadim Perelman,"Uma Thurman,Evan Rachel Wood,Eva Amurri Martino",38,NA,NA,NA,"shooting,best-friend,school-shooting,self-sacrifice,nonlinear-timeline","Drama,Mystery,Thriller","Rated R for violent and disturbing content, language and brief drug use",USA,English,8000000,20220(USA),303439,90,Color,2.35:1,6.4,R,2008
National Treasure: Book of Secrets ,"6.5 based on 182,798 user ratings",2007-12-21,Jon Turteltaub,"Nicolas Cage,Diane Kruger,Justin Bartha",48,NA,NA,1,"gate,diary,book,treasure,france","Action,Adventure,Comedy,Family,Mystery",Rated PG for some violence and action,USA,"English,French",130000000,65444195(USA),219961501,124,Color,2.35:1,6.5,PG,2007
Walk Hard: The Dewey Cox Story ,"6.7 based on 55,567 user ratings",2007-12-21,Jake Kasdan,"John C. Reilly,Jenna Fischer,David Krumholtz",63,NA,NA,2,"singer,the-beatles,drugs,elvis,musician","Comedy,Music","Rated R for sexual content, graphic nudity, drug use and language",USA,English,35000000,6257174(USA),18317151,96,Color,2.35:1,6.7,R,2007
Cassandra's Dream ,"6.7 based on 43,964 user ratings",2008-01-18,Woody Allen,"Colin Farrell,Ewan McGregor,Hayley Atwell",49,NA,NA,NA,"money,loan,loan-shark,hotel,sailboat","Crime,Drama,Romance,Thriller","Rated PG-13 for thematic elements, some sexual material and brief violence","USA,UK,France",English,£13000000,437643(USA),971561,108,Color,1.85:1,6.7,PG-13,2008
Good Luck Chuck ,"5.6 based on 74,537 user ratings",2007-09-21,Mark Helfrich,"Dane Cook,Jessica Alba,Dan Fogler",19,NA,NA,1,"sex,breasts,sex-in-bed,mini-skirt,leg-spreading","Comedy,Romance","Rated R for sequences of strong sexual content including crude dialogue, nudity, language and some drug use","USA,Canada",English,25000000,13652001(USA),35000629,101,Color,1.85:1,5.6,R,2007
Waitress ,"7.1 based on 37,675 user ratings",2007-05-25,Adrienne Shelly,"Keri Russell,Nathan Fillion,Jeremy Sisto",75,NA,NA,3,"waitress,pregnancy,unhappy-marriage,unwanted-pregnancy,domestic-violence","Comedy,Drama,Romance","Rated PG-13 for sexual content, language and thematic elements",USA,English,2000000,92034(USA),19067631,108,Color,1.85:1,7.1,PG-13,2007
Beowulf ,"6.3 based on 142,292 user ratings",2007-11-16,Robert Zemeckis,"Ray Winstone,Crispin Glover,Angelina Jolie Pitt",59,NA,NA,1,"king,reward,demon,warrior,creature","Animation,Action,Adventure,Fantasy","Rated PG-13 for intense sequences of violence including disturbing images, some sexual material and nudity",USA,"English,Old English",150000000,£2199848(UK),82161969,115,Color,2.35:1,6.3,PG-13,2007
Martian Child ,"6.8 based on 17,420 user ratings",2007-11-02,Menno Meyjes,"John Cusack,Amanda Peet,Bobby Coleman",48,NA,NA,NA,"boy,flashlight,sunlight,best-friend,belt","Comedy,Drama,Family",Rated PG for thematic elements and mild language,USA,English,27000000,1843767(USA),7486906,106,Color,1.85:1,6.8,PG,2007
Freeheld ,7.9 based on 248 user ratings,2007-01-18,Cynthia Wade,"Laurel Hester,Stacie Andree,Dane B. Wells",NA,NA,NA,NA,"justice,dying,new-jersey,veteran,lieutenant","Documentary,Short",NA,USA,English,NA,NA,NA,39,Color,1.78:1,7.9,NA,2007
Flakes ,"6.0 based on 3,090 user ratings",2007-03-10,NA,NA,35,NA,NA,NA,"cereal,capitalist,business,musician,manager",Comedy,NA,USA,English,NA,476(USA),778,NA,Color,NA,6.0,NA,2007
Ghost Rider ,"5.2 based on 182,368 user ratings",2007-02-16,Mark Steven Johnson,"Nicolas Cage,Eva Mendes,Sam Elliott",35,NA,NA,1,"mephistopheles,father,blackheart,devil,ghost","Action,Fantasy,Thriller",Rated PG-13 for horror violence and disturbing images,"USA,Australia",English,110000000,52022908(USA),115802596,114,Color,2.35:1,5.2,PG-13,2007
The Ten ,"5.0 based on 15,305 user ratings",2008-04-25,David Wain,"Paul Rudd,Jessica Alba,Winona Ryder",50,NA,NA,NA,"sabbath,surgeon,ten-stories,death,mexico","Comedy,Romance","Rated R for pervasive strong crude sexual content including dialogue and nudity, and for language and some drug material",USA,"English,Spanish",5250000,121374(USA),766487,96,Color,1.85:1,5.0,R,2008
The Golden Compass ,"6.1 based on 148,849 user ratings",2007-12-07,Chris Weitz,"Nicole Kidman,Daniel Craig,Dakota Blue Richards",51,NA,NA,1,"quest,epic,friend,children,girl","Adventure,Family,Fantasy",Rated PG-13 for sequences of fantasy violence,"USA,UK","English,Icelandic,Russian,French",180000000,£7243984(UK),70083519,113,Color,2.35:1,6.1,PG-13,2007
Before the Devil Knows You're Dead ,"7.3 based on 81,821 user ratings",2007-12-07,Sidney Lumet,"Philip Seymour Hoffman,Ethan Hawke,Albert Finney",84,NA,NA,4,"gun,violence,death,sex-scene,sibling-rivalry","Crime,Drama,Thriller","Rated R for a scene of strong graphic sexuality, nudity, violence, drug use and language",USA,English,18000000,73837(USA),7083025,117,Color,1.85:1,7.3,R,2007
88 Minutes ,"5.9 based on 65,553 user ratings",2008-04-18,Jon Avnet,"Al Pacino,Alicia Witt,Ben McKenzie",17,NA,NA,NA,"serial-killer,murder,death,forensics,fbi","Crime,Drama,Mystery,Thriller","Rated R for disturbing violent content, brief nudity and language","USA,Germany,Canada",English,30000000,6957216(USA),16930884,108,Color,2.35:1,5.9,R,2008
A Mighty Heart ,"6.7 based on 24,129 user ratings",2007-06-22,Michael Winterbottom,"Angelina Jolie Pitt,Dan Futterman,Irrfan Khan",74,NA,NA,NA,"journalist,reporter,pakistan,missing,fbi","Biography,Drama,History,Thriller,War",Rated R for language,"USA,UK","English,French,Urdu,Arabic",16000000,3948863(USA),9172810,108,Color,2.35:1,6.7,R,2007
Trade ,"7.5 based on 14,820 user ratings",2007-10-18,Marco Kreuzpaintner,"Kevin Kline,Kathleen Gati,Paulina Gaitan",42,NA,NA,NA,"sex,mexico-city,friend,girl,new-jersey","Crime,Drama,Thriller","Rated R for disturbing sexual material involving minors, violence including a rape, language and some drug content","Germany,USA","English,Spanish,Polish,Russian",12000000,118086(USA),214202,120,Color,2.35:1,7.5,R,2007
Resident Evil: Extinction ,"6.3 based on 149,212 user ratings",2007-09-21,Russell Mulcahy,"Milla Jovovich,Ali Larter,Oded Fehr",41,NA,NA,2,"desert,satellite,convoy,crow,clone","Action,Horror,Sci-Fi,Thriller",Rated R for strong horror violence throughout and some nudity,"France,Australia,Germany,UK,USA",English,45000000,23678580(USA),50648679,94,Color,2.35:1,6.3,R,2007
Wild Hogs ,"5.9 based on 99,871 user ratings",2007-03-02,Walt Becker,"Tim Allen,Martin Lawrence,John Travolta",27,NA,NA,2,"friend,motorcycle,new-mexico,road-trip,biker-gang","Action,Adventure,Comedy","Rated PG-13 for crude and sexual content, and some violence",USA,English,NA,39699023(USA),168213584,100,Color,2.35:1,5.9,PG-13,2007
The Education of Charlie Banks ,"6.7 based on 4,334 user ratings",2007-04-27,Fred Durst,"Jesse Eisenberg,Jason Ritter,Eva Amurri Martino",50,NA,NA,NA,"college,campus,student,college-student,coming-of-age",Drama,"Rated R for pervasive language, some violence, sexual content, and drug and alcohol use",USA,English,5000000,8538(USA),14547,NA,Color,2.35:1,6.7,R,2007
Charlie Wilson's War ,"7.1 based on 88,294 user ratings",2007-12-21,Mike Nichols,"Tom Hanks,Julia Roberts,Philip Seymour Hoffman",69,NA,NA,3,"afghanistan,arms-dealer,based-on-true-story,cia,texas","Biography,Comedy,Drama,History","Rated R for strong language, nudity/sexual content and some drug use","USA,Germany","English,Dari,Russian,Urdu,Hebrew,Arabic",75000000,15952430(USA),66636385,102,Color,1.85:1,7.1,R,2007
The Number 23 ,"6.4 based on 164,400 user ratings",2007-02-23,Joel Schumacher,"Jim Carrey,Virginia Madsen,Logan Lerman",NA,NA,NA,NA,"detective,murder,sex-scene,imagination,destiny","Mystery,Thriller","Rated R for violence, disturbing images, sexuality and language","USA,Germany","English,Chinese",32000000,£1206087(UK),35063732,101,Color,2.35:1,6.4,R,2007
Meet the Robinsons ,"6.9 based on 66,726 user ratings",2007-03-30,Stephen J. Anderson,"Daniel Hansen,Wesley Singerman,Angela Bassett",61,NA,NA,3,"future,hat,bowler-hat,memory,invention","Animation,Adventure,Comedy,Family,Sci-Fi",NA,USA,English,NA,£895955(UK),97821064,95,Color,1.85:1,6.9,NA,2007
Feast of Love ,"6.7 based on 13,978 user ratings",2007-09-28,Robert Benton,"Morgan Freeman,Radha Mitchell,Alexa Davalos",51,NA,NA,NA,"love,professor,coffee-shop,oregon,heartbreak","Drama,Romance","Rated R for strong sexual content, nudity and language",USA,English,NA,1707967(USA),3504875,97,Color,2.35:1,6.7,R,2007
Vacancy ,"6.2 based on 78,811 user ratings",2007-04-20,Nimród Antal,"Kate Beckinsale,Luke Wilson,Frank Whaley",54,NA,NA,3,"motel,trapped,crawlspace,raccoon,slasher","Horror,Thriller","Rated R for brutal violence and terror, brief nudity and language",USA,English,19000000,7603376(USA),18986844,85,Color,2.35:1,6.2,R,2007
Bernard and Doris ,"6.6 based on 2,754 user ratings",2007-10-17,NA,NA,NA,NA,NA,NA,"butler,gay,fortune,alcoholic,wine","Biography,Comedy,Drama",NA,"USA,UK",English,NA,NA,NA,103,Color,1.78:1,6.6,NA,2007
Disturbia ,"6.9 based on 186,798 user ratings",2007-04-13,D.J. Caruso,"Shia LaBeouf,David Morse,Carrie-Anne Moss",62,NA,NA,1,"house-arrest,neighbor,binoculars,watching-someone,electronic-tag","Drama,Mystery,Thriller","Rated PG-13 on appeal for sequences of terror and violence, and some sensuality",USA,"English,Spanish",20000000,22224982(USA),80050171,105,Color,1.85:1,6.9,PG-13,2007
In the Shadow of the Moon ,"8.1 based on 5,453 user ratings",2007-11-02,David Sington,"Buzz Aldrin,Neil Armstrong,Stephen Armstrong",84,NA,NA,NA,"moon,1960s,nasa,astronaut,spacecraft-accident","Documentary,History","Rated PG for mild language, brief violent images and incidental smoking","UK,USA","English,French,Japanese",2000000,38281(USA),1134049,100,Black and White,1.85:1,8.1,PG,2007
Interview ,"6.9 based on 12,181 user ratings",2007-05-10,Steve Buscemi,"Sienna Miller,Steve Buscemi,Michael Buscemi",64,NA,NA,NA,"interview,wound,secret,restaurant,reporter",Drama,"Rated R for language including sexual references, and some drug use","USA,Canada,Netherlands",English,NA,41016(USA),416417,84,Color,1.85:1,6.9,R,2007
Harry Potter and the Order of the Phoenix ,"7.5 based on 354,233 user ratings",2007-07-11,David Yates,"Daniel Radcliffe,Emma Watson,Rupert Grint",71,NA,NA,281,"teacher,magic,school,wizard,battle","Adventure,Family,Fantasy,Mystery",Rated PG-13 for sequences of fantasy violence and frightening images,"UK,USA",English,150000000,£16493305(UK),292000866,138,Color,2.35:1,7.5,PG-13,2007
Dangerous Days: Making Blade Runner ,"8.4 based on 1,241 user ratings",2007-12-18,NA,NA,NA,NA,NA,NA,"making-of,filmmaking,behind-the-scenes",Documentary,NA,USA,English,NA,NA,NA,100,Color,1.78:1,8.4,NA,2007
Evan Almighty ,"5.4 based on 114,964 user ratings",2007-06-22,Tom Shadyac,"Steve Carell,Morgan Freeman,Lauren Graham",37,NA,NA,2,"ark,congressman,change,flood,depiction-of-god","Comedy,Family,Fantasy",Rated PG for mild rude humor and some peril,USA,English,175000000,31192615(USA),100289690,96,Color,2.35:1,5.4,PG,2007
Dan in Real Life ,"6.8 based on 86,290 user ratings",2007-10-26,Peter Hedges,"Steve Carell,Juliette Binoche,Dane Cook",65,NA,NA,3,"bookstore,rhode-island,widower,single-father,new-jersey","Comedy,Drama,Romance",Rated PG-13 for some innuendo,USA,English,25000000,11809445(USA),47636541,98,Color,1.85:1,6.8,PG-13,2007
Tinker Bell ,"6.9 based on 8,638 user ratings",2008-10-28,Bradley Raymond,"Mae Whitman,Kristin Chenoweth,Raven-Symoné",NA,NA,NA,NA,"tinker-bell,fairy,female-protagonist,firefly,fairy-tale","Animation,Adventure,Family,Fantasy",NA,USA,English,48000000,NA,NA,NA,Color,1.78:1,6.9,NA,2008
Fantastic Four: Rise of the Silver Surfer ,"5.6 based on 212,977 user ratings",2007-06-15,Tim Story,"Ioan Gruffudd,Jessica Alba,Chris Evans",45,NA,NA,2,"fantastic-four,space,invisible-woman,force-field,box-office-hit","Action,Adventure,Sci-Fi,Thriller","Rated PG for sequences of action violence, some mild language and innuendo","USA,Germany,UK","English,Japanese,Chinese,Arabic",130000000,£4137169(UK),131920333,92,Color,2.35:1,5.6,PG,2007
The Astronaut Farmer ,"6.3 based on 19,678 user ratings",2007-02-23,Michael Polish,"Billy Bob Thornton,Virginia Madsen,Bruce Dern",55,NA,NA,NA,"rocket,bank,fbi,space-travel,fuel","Adventure,Drama,Sci-Fi","Rated PG for thematic material, peril and language",USA,"English,Spanish",13000000,4454319(USA),10996440,104,Color,2.35:1,6.3,PG,2007
Things We Lost in the Fire ,"7.2 based on 24,075 user ratings",2007-10-19,Susanne Bier,"Halle Berry,Benicio Del Toro,Alison Lohman",63,NA,NA,NA,"recovery,narcotics-anonymous,garage,dinner,best-friend",Drama,Rated R for drug content and language,"USA,UK,Canada",English,16000000,1561949(USA),2849142,118,Color,2.35:1,7.2,R,2007
Pixar Short Films Collection 1 ,8.0 based on 204 user ratings,2011-10-04,NA,NA,NA,NA,NA,NA,NA,"Animation,Short,Comedy,Family,Fantasy,Sci-Fi",NA,USA,English,NA,NA,NA,55,Color,NA,8.0,NA,2011
The Invasion ,"5.9 based on 64,982 user ratings",2007-08-17,"Oliver Hirschbiegel,James McTeigue","Nicole Kidman,Daniel Craig,Jeremy Northam",45,NA,NA,4,"epidemic,psychiatrist,alien,space-shuttle,virus","Sci-Fi,Thriller","Rated PG-13 for violence, disturbing images and terror","USA,Australia","English,Russian",80000000,5951409(USA),15071514,99,Color,1.85:1,5.9,PG-13,2007
Stomp the Yard ,"5.2 based on 19,496 user ratings",2007-01-12,Sylvain White,"Columbus Short,Meagan Good,Ne-Yo",44,NA,NA,NA,"death,dancer,competition,fraternity,atlanta-georgia","Drama,Music,Romance","Rated PG-13 for a scene of violence, some sexual material and language",USA,English,14000000,25876318(USA),61356221,NA,Color,2.35:1,5.2,PG-13,2007
No End in Sight ,"8.3 based on 7,308 user ratings",2007-01-22,Charles Ferguson,"Campbell Scott,Gerald Burke,Ali Fadhil",89,NA,NA,NA,"occupation,iraq,iraq-war,white-house,american-politics","Documentary,War",NA,USA,"English,Arabic",2000000,31533(USA),1430185,102,Color,1.85:1,8.3,NA,2007
Resurrecting the Champ ,"6.8 based on 18,429 user ratings",2007-08-24,Rod Lurie,"Samuel L. Jackson,Josh Hartnett,Kathryn Morris",55,NA,NA,NA,"homeless-man,reporter,writer,boxing,colosseum","Drama,Sport",Rated PG-13 for some violence and brief language,USA,English,13000000,1659756(USA),3169424,112,Color,2.35:1,6.8,PG-13,2007
R U Invited? ,5.0 based on 149 user ratings,2007-09-26,NA,NA,NA,NA,NA,NA,"pubic-hair,male-pubic-hair,group-of-friends,all-male-cast,male-nudity","Comedy,Drama,Romance",NA,USA,"English,French,Spanish",NA,NA,NA,85,Color,1.78:1,5.0,NA,2007
Big Stan ,"6.2 based on 34,452 user ratings",2008-06-06,NA,NA,NA,NA,NA,NA,"prison,fraud,gang,fight,con","Action,Comedy","Rated R for crude and sexual content, and language",USA,English,10000000,NA,NA,105,Color,1.85:1,6.2,R,2008
Sweeney Todd: The Demon Barber of Fleet Street ,"7.4 based on 282,104 user ratings",2007-12-21,Tim Burton,"Johnny Depp,Helena Bonham Carter,Alan Rickman",83,NA,NA,976,"judge,lust,accomplice,sailor,razor","Drama,Horror,Musical,Thriller",Rated R for graphic bloody violence,"USA,UK","English,Italian",50000000,13635390(USA),52882759,116,Color,1.85:1,7.4,R,2007
Under the Same Moon ,"7.4 based on 5,519 user ratings",2008-04-04,Patricia Riggen,"Eugenio Derbez,Kate del Castillo,Adrian Alonso",59,NA,NA,NA,"mexican,boy,mexico,mexican-immigrant,12-year-old","Adventure,Drama",Rated PG-13 for some mature thematic elements,"Mexico,USA","Spanish,English",NA,2770000(USA),12589108,106,Color,1.85:1,7.4,PG-13,2008
30 Days of Night ,"6.6 based on 138,240 user ratings",2007-10-19,David Slade,"Josh Hartnett,Melissa George,Danny Huston",53,NA,NA,1,"vampire,winter,snow,small-town,alaska",Horror,Rated R for strong horror violence and language,"USA,New Zealand",English,32000000,15951902(USA),39568996,113,Color,2.35:1,6.6,R,2007
Breach ,"7.0 based on 52,212 user ratings",2007-02-16,Billy Ray,"Chris Cooper,Ryan Phillippe,Dennis Haysbert",74,NA,NA,3,"investigation,fbi,clerk,computer,spy","Biography,Crime,Drama,History,Thriller","Rated PG-13 for violence, sexual content and language",USA,"English,Russian,Arabic,Latin",NA,12261835(USA),32958840,110,Color,1.85:1,7.0,PG-13,2007
The Nines ,"6.4 based on 29,118 user ratings",2007-11-30,John August,"Ryan Reynolds,Hope Davis,Melissa McCarthy",52,NA,NA,NA,"television,house,actor,house-arrest,writer","Drama,Fantasy,Mystery,Sci-Fi,Thriller","Rated R for language, some drug content and sexuality",USA,English,NA,29172(USA),62745,100,Color,1.85:1,6.4,R,2007
I Could Never Be Your Woman ,"6.1 based on 14,349 user ratings",2007-05-11,NA,NA,NA,NA,NA,NA,"love,mother-nature,date,nerd,girl","Comedy,Drama,Romance",Rated PG-13 for sexual content and language,USA,English,24000000,NA,NA,97,Color,1.85:1,6.1,PG-13,2007
