Rank,RatingTomatometer,Title,No..of.Reviews,year,html_suffix
69,85%,Under the Skin (2014),212,2014,/m/under_the_skin_2013/
70,89%,Tim's Vermeer (2014),113,2014,/m/tims_vermeer_2014/
71,89%,Venus in Fur (2014),106,2014,/m/venus_in_fur/
72,90%,Omar (2014),82,2014,/m/omar/
73,91%,Mistaken for Strangers (2014),58,2014,/m/mistaken_for_strangers/
74,86%,Chef (2014),174,2014,/m/chef_2014/
75,91%,The Dog (2014),53,2014,/m/the_dog_2014/
76,87%,The Skeleton Twins (2014),145,2014,/m/the_skeleton_twins/
77,86%,Top Five (2014),168,2014,/m/top_five/
78,86%,Only Lovers Left Alive (2014),167,2014,/m/only_lovers_left_alive/
79,91%,12 O'clock Boys (2014),47,2014,/m/12_oclock_boys_2013/
80,91%,Art and Craft (2014),46,2014,/m/art_and_craft/
81,91%,To Be Takei (2014),46,2014,/m/to_be_takei/
82,85%,John Wick (2014),187,2014,/m/john_wick/
83,84%,22 Jump Street (2014),199,2014,/m/22_jump_street/
84,87%,Joe (2014),126,2014,/m/joe_2013/
85,88%,Cheap Thrills (2014),90,2014,/m/cheap_thrills_2013/
86,86%,Night Moves (2014),136,2014,/m/night_moves_2013/
87,90%,The Kill Team (2014),41,2014,/m/the_kill_team/
88,87%,The Immigrant (2014),107,2014,/m/nightingale_2013/
89,88%,The Good Lie (2014),83,2014,/m/the_good_lie_2013/
90,89%,Bears (2014),56,2014,/m/bears_2014/
91,88%,Coherence (2014),77,2014,/m/coherence_2013/
92,88%,Winter Sleep (2014),75,2014,/m/kis_uykusu/
93,87%,Alan Partridge (2014),98,2014,/m/alan_partridge/
94,89%,Wetlands (2014),46,2014,/m/wetlands_2014/
95,87%,"Like Father, Like Son (2014)",92,2014,/m/like_father_like_son_2013/
96,86%,Cold in July (2014),107,2014,/m/cold_in_july_2014/
97,85%,The Trip To Italy (2014),111,2014,/m/the_trip_to_italy_2014/
98,87%,A Field in England (2014),63,2014,/m/a_field_in_england/
99,87%,The Blue Room (2014),62,2014,/m/la_chambre_bleue/
100,81%,The Fault In Our Stars (2014),202,2014,/m/the_fault_in_our_stars/
1,97%,Mad Max: Fury Road (2015),355,2015,/m/mad_max_fury_road/
2,98%,Inside Out (2015),317,2015,/m/inside_out_2015/
3,99%,Selma (2015),229,2015,/m/selma/
4,96%,Spotlight (2015),289,2015,/m/spotlight_2015/
5,92%,Star Wars: Episode VII - The Force Awakens (2015),360,2015,/m/star_wars_episode_vii_the_force_awakens/
6,97%,Brooklyn (2015),230,2015,/m/brooklyn/
7,97%,It Follows (2015),215,2015,/m/it_follows/
8,99%,Shaun the Sheep Movie (2015),152,2015,/m/shaun_the_sheep_movie/
9,94%,Room (2015),261,2015,/m/room_2015/
10,92%,The Martian (2015),311,2015,/m/the_martian/
11,94%,Creed (2015),250,2015,/m/creed_2015/
12,93%,Mission: Impossible Rogue Nation (2015),275,2015,/m/mission_impossible_rogue_nation/
13,96%,Son of Saul (2015),196,2015,/m/son_of_saul/
14,94%,Carol (2015),245,2015,/m/carol/
15,97%,45 Years (2015),165,2015,/m/45_years/
16,99%,Timbuktu (2015),110,2015,/m/timbuktu_2015/
17,98%,Paddington (2015),135,2015,/m/paddington_2014/
18,94%,Sicario (2015),231,2015,/m/sicario_2015/
19,94%,Spy (2015),227,2015,/m/spy_2015/
20,100%,GETT: The Trial of Viviane Amsalem (2015),70,2015,/m/gett_the_trial_of_viviane_amsalem/
21,98%,Mustang (2015),120,2015,/m/mustang_2015/
22,98%,Phoenix (2015),113,2015,/m/phoenix_2015/
23,95%,Amy (2015),188,2015,/m/amy_2015/
24,100%,Seymour: An Introduction (2015),60,2015,/m/seymour_an_introduction/
25,97%,Tangerine (2015),134,2015,/m/tangerine_2015/
26,93%,Ex Machina (2015),232,2015,/m/ex_machina/
27,96%,What We Do In The Shadows (2015),156,2015,/m/what_we_do_in_the_shadows/
28,99%,About Elly (2015),68,2015,/m/about_elly/
29,98%,Iris (2015),87,2015,/m/iris_2015/
30,91%,Bridge of Spies (2015),262,2015,/m/bridge_of_spies/
31,98%,Kurt Cobain: Montage Of Heck (2015),86,2015,/m/kurt_cobain_montage_of_heck_2015/
32,96%,'71 (2015),125,2015,/m/71_2015/
33,92%,Anomalisa (2015),225,2015,/m/anomalisa/
34,97%,Red Army (2015),92,2015,/m/red_army_2015/
35,96%,The Look of Silence (2015),117,2015,/m/the_look_of_silence/
36,97%,Listen To Me Marlon (2015),91,2015,/m/listen_to_me_marlon/
37,95%,Wild Tales (2015),138,2015,/m/wild_tales/
38,97%,Heart of a Dog (2015),70,2015,/m/heart_of_a_dog/
39,98%,Finders Keepers (2015),43,2015,/m/finders_keepers_2015/
40,97%,Theeb (2015),62,2015,/m/theeb/
41,93%,The Gift (2015),160,2015,/m/the_gift_2015/
42,96%,The Second Mother (Que Horas Ela Volta?) (2015),78,2015,/m/the_second_mother/
43,95%,Hitchcock/Truffaut (2015),98,2015,/m/hitchcocktruffaut/
44,88%,The Big Short (2015),273,2015,/m/the_big_short/
45,96%,Girlhood (2015),70,2015,/m/girlhood_2015/
46,91%,Love & Mercy (2015),187,2015,/m/love_and_mercy/
47,95%,Jafar Panahi's Taxi (2015),85,2015,/m/jafar_panahis_taxi/
48,95%,The Salt of the Earth (2015),84,2015,/m/the_salt_of_the_earth/
49,93%,The Diary Of A Teenage Girl (2015),134,2015,/m/the_diary_of_a_teenage_girl/
50,94%,Best Of Enemies (2015),108,2015,/m/best_of_enemies_2015/
51,96%,Appropriate Behavior (2015),51,2015,/m/appropriate_behavior/
52,92%,Grandma (2015),151,2015,/m/grandma_2015/
53,96%,Boy and the World (O Menino e o Mundo) (2015),50,2015,/m/boy_and_the_world/
54,93%,Slow West (2015),121,2015,/m/slow_west_2015/
55,94%,Going Clear: Scientology and the Prison of Belief (2015),87,2015,/m/going_clear_scientology_and_the_prison_of_belief_2015/
56,92%,99 Homes (2015),137,2015,/m/99_homes/
57,95%,The Wonders (2015),59,2015,/m/the_wonders_2015/
58,95%,The Forbidden Room (2015),57,2015,/m/the_forbidden_room_2015/
59,92%,The Lady In The Van (2015),126,2015,/m/the_lady_in_the_van/
60,89%,A Most Violent Year (2015),201,2015,/m/a_most_violent_year/
61,92%,Beasts of No Nation (2015),119,2015,/m/beasts_of_no_nation/
62,95%,We Are Still Here (2015),43,2015,/m/we_are_still_here/
63,86%,Steve Jobs (2015),267,2015,/m/steve_jobs_2015/
64,94%,The Wrecking Crew (2015),66,2015,/m/1200743-wrecking_crew/
65,91%,The End Of The Tour (2015),141,2015,/m/the_end_of_the_tour_2015/
66,93%,The Duke Of Burgundy (2015),87,2015,/m/the_duke_of_burgundy/
67,93%,I'll See You in My Dreams (2015),81,2015,/m/ill_see_you_in_my_dreams/
68,94%,Monkey Kingdom (2015),53,2015,/m/monkey_kingdom/
69,94%,Black Souls (2015),49,2015,/m/black_souls_2015/
70,94%,G�eros (2015),48,2015,/m/gueros/
71,93%,The Hunting Ground (2015),72,2015,/m/the_hunting_ground_2015/
72,92%,When Marnie Was There (2015),86,2015,/m/when_marnie_was_there/
73,87%,Straight Outta Compton (2015),209,2015,/m/straight_outta_compton/
74,93%,The Black Panthers: Vanguard Of The Revolution (2015),56,2015,/m/the_black_panthers_vanguard_of_the_revolution_2015/
75,92%,Queen of Earth (2015),73,2015,/m/queen_of_earth/
76,89%,Clouds of Sils Maria (2015),148,2015,/m/clouds_of_sils_maria/
77,93%,Breathe (2015),45,2015,/m/respire_2014/
78,88%,Still Alice (2015),170,2015,/m/still_alice/
79,82%,The Revenant (2015),316,2015,/m/the_revenant_2015/
80,93%,Peggy Guggenheim: Art Addict (2015),40,2015,/m/peggy_guggenheim_art_addict/
81,92%,Coming Home (2015),65,2015,/m/coming_home_2014/
82,88%,Mr. Holmes (2015),162,2015,/m/mr_holmes/
83,85%,Trainwreck (2015),236,2015,/m/trainwreck/
84,92%,Janis: Little Girl Blue (2015),59,2015,/m/janis_little_girl_blue/
85,85%,The Walk (2015),234,2015,/m/the_walk_2015/
86,87%,The Peanuts Movie (2015),174,2015,/m/the_peanuts_movie/
87,91%,James White (2015),66,2015,/m/james_white/
88,89%,Mommy (2015),115,2015,/m/mommy_2015/
89,88%,Dope (2015),139,2015,/m/dope_2015/
90,91%,Sunshine Superman (2015),55,2015,/m/sunshine_superman/
91,89%,Mississippi Grind (2015),104,2015,/m/mississippi_grind/
92,89%,White God (2015),97,2015,/m/white_god/
93,89%,Cartel Land (2015),93,2015,/m/cartel_land/
94,86%,Far From the Madding Crowd (2015),166,2015,/m/far_from_the_madding_crowd_2014/
95,88%,The Tribe (2015),113,2015,/m/the_tribe_2015/
96,89%,A Pigeon Sat on a Branch Reflecting on Existence (2015),87,2015,/m/a_pigeon_sat_on_a_branch_reflecting_on_existence/
97,89%,Bone Tomahawk (2015),76,2015,/m/bone_tomahawk/
98,90%,Spring (2015),48,2015,/m/spring_2015/
99,87%,"Kumiko, the Treasure Hunter (2015)",123,2015,/m/kumiko_the_treasure_hunter/
100,89%,Meru (2015),71,2015,/m/meru_2015/
